filename	content	beg_pos	end_pos	symbol	time_len	rec_node_type	dp_message	is_yun	perr_msg	perr_level_msg
common_voice_zh-CN_18531541_16000.xml	sil	0	54		54	sil				
common_voice_zh-CN_18531541_16000.xml	sil	0	54		54	sil	0			
common_voice_zh-CN_18531541_16000.xml	不	54	74	bu2	20	paper				
common_voice_zh-CN_18531541_16000.xml	b	54	65		11	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	u	65	74		9	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	确	74	90	que4	16	paper				
common_voice_zh-CN_18531541_16000.xml	q	74	82		8	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	ve	82	90		8	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	定	90	104	ding4	14	paper				
common_voice_zh-CN_18531541_16000.xml	d	90	95		5	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	ing	95	104		9	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	的	104	119	de0	15	paper				
common_voice_zh-CN_18531541_16000.xml	d	104	107		3	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	e	107	119		12	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	就	119	132	jiu4	13	paper				
common_voice_zh-CN_18531541_16000.xml	j	119	124		5	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	iou	124	132		8	paper	0	1	0	2
common_voice_zh-CN_18531541_16000.xml	等	132	146	deng3	14	paper				
common_voice_zh-CN_18531541_16000.xml	d	132	138		6	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	eng	138	146		8	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	着	146	162	zhe0	16	paper				
common_voice_zh-CN_18531541_16000.xml	zh	146	152		6	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	e	152	162		10	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	缴	162	182	jiao3	20	paper				
common_voice_zh-CN_18531541_16000.xml	j	162	170		8	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	iao	170	182		12	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	钱	182	226	qian2	44	paper				
common_voice_zh-CN_18531541_16000.xml	q	182	200		18	paper	0	0	0	1
common_voice_zh-CN_18531541_16000.xml	ian	200	226		26	paper	0	1	0	1
common_voice_zh-CN_18531541_16000.xml	sil	226	289		63	sil				
common_voice_zh-CN_18531541_16000.xml	sil	226	289		63					
